mode,scale_family,composition_type,time_step,time_sec,spectral_centroid,rms_energy,spectral_centroid_norm,rms_energy_norm,spectral_centroid_smooth,rms_energy_smooth,spectral_centroid_smooth_norm,rms_energy_smooth_norm
pelog_melodic,Pelog,Melodic,91,4.226032,892.062688,0.012211,0.171387,0.364159,737.810257,0.019987,0.113369,0.596069
pelog_melodic,Pelog,Melodic,92,4.272472,997.664226,0.020500,0.211107,0.611388,709.576374,0.019654,0.102749,0.586150
pelog_melodic,Pelog,Melodic,93,4.318912,546.577494,0.024503,0.041441,0.730753,731.873572,0.019109,0.111136,0.569904
pelog_melodic,Pelog,Melodic,94,4.365351,509.769553,0.020912,0.027597,0.623673,747.849276,0.018993,0.117145,0.566421
pelog_melodic,Pelog,Melodic,95,4.411791,496.368900,0.016985,0.022557,0.506565,750.345495,0.019198,0.118084,0.572546
pelog_melodic,Pelog,Melodic,96,4.458231,488.126827,0.014307,0.019457,0.426694,751.661857,0.019408,0.118579,0.578809
pelog_melodic,Pelog,Melodic,97,4.504671,1472.938205,0.020272,0.389869,0.604588,701.662680,0.019380,0.099773,0.577972
pelog_melodic,Pelog,Melodic,98,4.551111,720.722099,0.025261,0.106942,0.753377,686.250017,0.019008,0.093976,0.566869
pelog_melodic,Pelog,Melodic,99,4.597551,590.434102,0.023017,0.057937,0.686431,715.092875,0.018943,0.104824,0.564936
pelog_melodic,Pelog,Melodic,100,4.643991,524.193143,0.018840,0.033022,0.561874,717.500903,0.019287,0.105730,0.575198
pelog_melodic,Pelog,Melodic,101,4.690431,531.040658,0.015578,0.035598,0.464584,715.985049,0.019680,0.105160,0.586909
pelog_melodic,Pelog,Melodic,102,4.736871,1020.641675,0.015566,0.219749,0.464216,697.743312,0.019959,0.098299,0.595255
pelog_melodic,Pelog,Melodic,103,4.783311,836.356756,0.020832,0.150435,0.621295,674.264328,0.019694,0.089468,0.587330
pelog_melodic,Pelog,Melodic,104,4.829751,555.523536,0.022793,0.044806,0.679769,703.290643,0.019408,0.100385,0.578827
pelog_melodic,Pelog,Melodic,105,4.876190,525.052114,0.019743,0.033345,0.588816,710.429727,0.019552,0.103070,0.583108
pelog_melodic,Pelog,Melodic,106,4.922630,515.857004,0.016999,0.029887,0.506962,712.631696,0.019845,0.103899,0.591835
pelog_melodic,Pelog,Melodic,107,4.969070,655.510366,0.015810,0.082414,0.471500,713.823753,0.020065,0.104347,0.598401
pelog_melodic,Pelog,Melodic,108,5.015510,1234.629027,0.022228,0.300235,0.662906,666.283348,0.019844,0.086466,0.591824
pelog_melodic,Pelog,Melodic,109,5.061950,633.260015,0.025533,0.074045,0.761483,682.699379,0.019426,0.092640,0.579349
pelog_melodic,Pelog,Melodic,110,5.108390,572.972597,0.021699,0.051369,0.647151,706.467351,0.019416,0.101580,0.579049
pelog_melodic,Pelog,Melodic,111,5.154830,527.227950,0.017808,0.034164,0.531083,710.075690,0.019688,0.102937,0.587163
pelog_melodic,Pelog,Melodic,112,5.201270,528.084544,0.015185,0.034486,0.452875,710.824698,0.019923,0.103219,0.594177
pelog_melodic,Pelog,Melodic,113,5.247710,1127.103790,0.018801,0.259792,0.560698,686.724222,0.019980,0.094154,0.595857
pelog_melodic,Pelog,Melodic,114,5.294150,652.551227,0.023783,0.081301,0.709298,671.785960,0.019648,0.088535,0.585959
pelog_melodic,Pelog,Melodic,115,5.340590,540.408277,0.022838,0.039121,0.681096,702.150938,0.019381,0.099957,0.577998
pelog_melodic,Pelog,Melodic,116,5.387029,511.967977,0.018711,0.028424,0.558012,706.703692,0.019451,0.101669,0.580098
pelog_melodic,Pelog,Melodic,117,5.433469,522.130098,0.015862,0.032246,0.473053,708.515015,0.019600,0.102350,0.584544
pelog_melodic,Pelog,Melodic,118,5.479909,1049.042717,0.016895,0.230431,0.503874,702.490941,0.019669,0.100084,0.586606
pelog_melodic,Pelog,Melodic,119,5.526349,1065.793550,0.022816,0.236732,0.680441,666.702252,0.019331,0.086623,0.576518
pelog_melodic,Pelog,Melodic,120,5.572789,596.359926,0.024282,0.060166,0.724158,705.885244,0.018927,0.101361,0.564462
pelog_melodic,Pelog,Melodic,121,5.619229,546.020807,0.020281,0.041232,0.604862,727.273556,0.018923,0.109406,0.564352
pelog_melodic,Pelog,Melodic,122,5.665669,538.632161,0.016692,0.038453,0.497808,735.152255,0.019085,0.112369,0.569166
pelog_melodic,Pelog,Melodic,123,5.712109,537.591516,0.014195,0.038062,0.423334,740.299348,0.019140,0.114305,0.570810
pelog_melodic,Pelog,Melodic,124,5.758549,1162.823096,0.017454,0.273227,0.520547,714.179943,0.018843,0.104481,0.561953
pelog_melodic,Pelog,Melodic,125,5.804989,616.107199,0.021152,0.067593,0.630828,719.609582,0.018286,0.106523,0.545349
pelog_melodic,Pelog,Melodic,126,5.851429,552.083469,0.019980,0.043512,0.595870,744.430183,0.018108,0.115859,0.540031
pelog_melodic,Pelog,Melodic,127,5.897868,535.028880,0.017192,0.037098,0.512735,746.404092,0.018286,0.116601,0.545338
pelog_melodic,Pelog,Melodic,128,5.944308,518.855236,0.015463,0.031014,0.461163,745.621715,0.018449,0.116307,0.550221
pelog_melodic,Pelog,Melodic,129,5.990748,1416.919872,0.017448,0.368799,0.520356,717.681270,0.018393,0.105798,0.548545
pelog_melodic,Pelog,Melodic,130,6.037188,1000.738836,0.021626,0.212263,0.644960,688.782225,0.017909,0.094928,0.534108
pelog_melodic,Pelog,Melodic,131,6.083628,684.801931,0.021036,0.093431,0.627362,728.157443,0.017618,0.109738,0.525432
pelog_melodic,Pelog,Melodic,132,6.130068,631.026400,0.016287,0.073205,0.485739,736.316894,0.017781,0.112807,0.530288
pelog_melodic,Pelog,Melodic,133,6.176508,604.715694,0.012861,0.063309,0.383555,737.954816,0.018037,0.113423,0.537922
pelog_melodic,Pelog,Melodic,134,6.222948,761.143992,0.012649,0.122145,0.377228,736.828994,0.018222,0.113000,0.543442
pelog_melodic,Pelog,Melodic,135,6.269388,1036.820304,0.019271,0.225834,0.574726,704.670790,0.018110,0.100904,0.540093
pelog_melodic,Pelog,Melodic,136,6.315828,551.446146,0.022270,0.043273,0.664153,721.398326,0.017795,0.107196,0.530698
pelog_melodic,Pelog,Melodic,137,6.362268,506.482563,0.019137,0.026361,0.570723,737.825652,0.017811,0.113375,0.531188
pelog_melodic,Pelog,Melodic,138,6.408707,490.233824,0.015771,0.020249,0.470347,738.805610,0.018077,0.113743,0.539111
pelog_melodic,Pelog,Melodic,139,6.455147,487.812640,0.013134,0.019338,0.391699,739.055911,0.018272,0.113837,0.544937
pelog_melodic,Pelog,Melodic,140,6.501587,1383.864301,0.018464,0.356366,0.550653,693.808576,0.018236,0.096819,0.543872
pelog_melodic,Pelog,Melodic,141,6.548027,709.209814,0.023538,0.102612,0.701982,673.090007,0.017929,0.089026,0.534697
pelog_melodic,Pelog,Melodic,142,6.594467,571.390598,0.021811,0.050774,0.650470,704.287422,0.017956,0.100760,0.535503
pelog_melodic,Pelog,Melodic,143,6.640907,515.075091,0.017897,0.029593,0.533736,705.747381,0.018401,0.101309,0.548784
pelog_melodic,Pelog,Melodic,144,6.687347,519.659010,0.015209,0.031317,0.453578,704.754447,0.018846,0.100936,0.562065
pelog_melodic,Pelog,Melodic,145,6.733787,950.657910,0.014852,0.193426,0.442924,693.291284,0.019105,0.096624,0.569771
pelog_melodic,Pelog,Melodic,146,6.780227,880.629987,0.020308,0.167087,0.605666,668.282001,0.018912,0.087218,0.564006
pelog_melodic,Pelog,Melodic,147,6.826667,554.628053,0.022506,0.044469,0.671209,695.996983,0.018723,0.097642,0.558392
pelog_melodic,Pelog,Melodic,148,6.873107,523.861259,0.019370,0.032897,0.577678,704.765420,0.018930,0.100940,0.564557
pelog_melodic,Pelog,Melodic,149,6.919546,511.973156,0.016734,0.028426,0.499052,707.259331,0.019269,0.101878,0.574670
pelog_melodic,Pelog,Melodic,150,6.965986,586.367459,0.015473,0.056407,0.461455,708.564077,0.019542,0.102369,0.582797
pelog_melodic,Pelog,Melodic,151,7.012426,1308.750229,0.021577,0.328114,0.643486,665.563951,0.019401,0.086195,0.578610
pelog_melodic,Pelog,Melodic,152,7.058866,660.225595,0.025194,0.084187,0.751360,679.562591,0.019033,0.091460,0.567643
pelog_melodic,Pelog,Melodic,153,7.105306,584.857007,0.021768,0.055839,0.649183,708.365682,0.019059,0.102294,0.568410
pelog_melodic,Pelog,Melodic,154,7.151746,531.880741,0.017816,0.035914,0.531341,713.100153,0.019380,0.104075,0.577981
pelog_melodic,Pelog,Melodic,155,7.198186,536.634634,0.015405,0.037702,0.459431,714.724319,0.019640,0.104686,0.585727
pelog_melodic,Pelog,Melodic,156,7.244626,1105.745779,0.018505,0.251759,0.551868,694.218490,0.019734,0.096973,0.588529
pelog_melodic,Pelog,Melodic,157,7.291066,681.851312,0.023271,0.092321,0.694013,677.274411,0.019431,0.090600,0.579489
pelog_melodic,Pelog,Melodic,158,7.337506,540.112040,0.022553,0.039010,0.672618,709.262846,0.019194,0.102631,0.572443
