time_step,time_beats,pitch_center_mass,velocity_mean,note_density,pitch_variance,pitch_center_mass_smoothed,pitch_center_mass_derivative
151,75.500000,63.605096,78.500000,4,180.000000,63.492986,0.070421
152,76.000000,63.552716,78.250000,4,180.000000,63.606804,0.056829
153,76.500000,63.528662,78.500000,4,180.000000,63.606645,-0.005902
154,77.000000,63.690402,80.750000,4,171.187500,63.595000,0.027691
155,77.500000,63.656347,80.750000,4,171.187500,63.662027,0.054232
156,78.000000,63.546875,80.000000,4,171.187500,63.703465,0.011172
157,78.500000,63.887850,80.250000,4,180.000000,63.684372,-0.023744
158,79.000000,63.735849,79.500000,4,180.000000,63.655978,-0.021281
159,79.500000,63.594937,79.000000,4,180.000000,63.641810,-0.053561
160,80.000000,63.514377,78.250000,4,180.000000,63.548856,-0.084578
161,80.500000,63.476038,78.250000,4,180.000000,63.472654,-0.078376
162,81.000000,63.423077,78.000000,4,180.000000,63.392103,-0.035025
163,81.500000,63.354839,77.500000,4,180.000000,63.402603,0.003800
164,82.000000,63.192182,76.750000,4,180.000000,63.399703,-0.005296
165,82.500000,63.566879,78.500000,4,180.000000,63.392011,0.002978
166,83.000000,63.461538,78.000000,4,180.000000,63.405658,0.013819
167,83.500000,63.384615,78.000000,4,180.000000,63.419649,-0.034383
168,84.000000,63.423077,78.000000,4,180.000000,63.336892,0.064248
169,84.500000,63.262136,77.250000,4,180.000000,63.548144,0.243842
170,85.000000,63.153094,76.750000,4,180.000000,63.824576,0.247688
171,85.500000,64.517799,77.250000,4,219.000000,64.043520,0.228713
172,86.000000,64.766773,78.250000,4,219.000000,64.282002,0.254581
173,86.500000,64.517799,77.250000,4,219.000000,64.552682,0.302022
174,87.000000,64.454545,77.000000,4,219.000000,64.886045,0.300314
175,87.500000,64.506494,77.000000,4,219.000000,65.153309,0.302365
176,88.000000,66.184615,78.000000,5,188.160000,65.490775,0.351996
177,88.500000,66.103093,77.600000,5,188.160000,65.857302,0.354836
178,89.000000,66.205128,78.000000,5,188.160000,66.200448,0.148260
179,89.500000,66.287179,78.000000,5,188.160000,66.153821,-0.079980
180,90.000000,66.222222,77.400000,5,188.160000,66.040487,-0.135846
181,90.500000,65.951482,74.200000,5,188.160000,65.882128,-0.156082
182,91.000000,65.536424,75.500000,4,232.000000,65.728323,-0.155603
183,91.500000,65.413333,75.000000,4,232.000000,65.570921,-0.121025
184,92.000000,65.518152,75.750000,4,232.000000,65.486273,-0.047130
185,92.500000,65.435216,75.250000,4,232.000000,65.476662,0.042097
186,93.000000,65.528239,75.250000,4,232.000000,65.570466,0.124201
187,93.500000,65.488372,75.250000,4,232.000000,65.725064,0.096046
188,94.000000,65.882353,76.500000,4,232.000000,65.762559,0.048521
189,94.500000,66.291139,79.000000,4,232.000000,65.822106,0.290936
190,95.000000,65.622691,75.800000,5,196.640000,66.344432,0.472927
191,95.500000,65.825974,77.000000,5,196.640000,66.767961,0.228018
