mode,scale,composition_type,midi_exists,wav_exists,analysis_error,pitch_shannon_entropy_bits,pitch_bins_used,pitch_sample_entropy,pitch_approx_entropy,pitch_perm_entropy_normalized,pitch_spectral_entropy_normalized,velocity_shannon_entropy_bits,velocity_bins_used,mi_enso_pitch_bits,nmi_enso_pitch_normalized,mi_enso_velocity_bits,spectral_centroid_entropy_bits,zcr_entropy_bits,mi_enso_spectral_centroid_bits
pelog_layered,Pelog,Layered,True,True,,2.50645615366012,27,0.0507994254655831,0.1789313186775796,0.132084273326572,0.019551564040761558,4.54679479347662,28,0.10267707776859089,0.02749536827712181,0.1123935502480245,4.521196732757389,4.759186952354836,0.20205031350223326
pelog_alternating,Pelog,Alternating,True,True,,2.1881200075387,18,0.06489318212534907,0.16541071945288954,0.3209340529669902,0.03102582238630808,3.910589338001445,19,0.0786655006669197,0.0239564230406186,0.08115535189066264,4.069582624830767,4.581363417136424,0.17886168717194656
pelog_melodic,Pelog,Melodic,True,True,,1.3450916437104035,13,0.0653711012560338,0.19437691587987405,0.13142531747708516,0.013385315953257003,4.169196555132707,24,0.04194656276464,0.014261599017963807,0.09281010023663559,4.788400645244343,4.76440081091268,0.13260462185979527
pelog_spectral,Pelog,Spectral,True,True,,2.9123186255489615,28,0.07534108072390763,0.243589965544722,0.4104690240703617,0.024424883422116045,3.1400257956933415,16,0.06939988527025462,0.01839284343735121,0.053693780100884284,5.100267826973726,4.083823925155047,0.19455189029793074
slendro_layered,Slendro,Layered,True,True,,2.24937352538743,34,0.0188297326203997,0.07797939471534154,0.1326346379994643,0.02013162652800148,4.54679479347662,28,0.08629194538062769,0.023931431518536876,0.1123935502480245,4.814259887053455,4.560830081661212,0.14982376799339434
slendro_alternating,Slendro,Alternating,True,True,,2.1990758413305573,23,0.06450378453787554,0.16367133138040102,0.32243320347578736,0.03318505968805563,3.910589338001445,19,0.08807029167561861,0.026775846055693445,0.08115535189066264,4.330294502976445,4.306797698298017,0.23190708488712572
slendro_melodic,Slendro,Melodic,True,True,,0.8501210492335087,13,0.022901939019236057,0.0800988263702328,0.13279296242697852,0.014677356601608628,4.169196555132707,24,0.02719982372543415,0.010097423271081157,0.09281010023663559,4.725046170367368,4.535524600355972,0.20864945147136554
slendro_spectral,Slendro,Spectral,True,True,,2.8413958727040933,28,0.07534108072390763,0.243589965544722,0.4104690240703617,0.023588338840510484,3.1400257956933415,16,0.06637613581762947,0.01775836525237061,0.053693780100884284,4.956776039501009,3.7839113437359053,0.19451587121615743
