mode,area,path_length,centroid_brightness,centroid_energy,spread_brightness,spread_energy,correlation,correlation_pvalue,revisit_rate,exploration_index
pelog_layered,0.5290666600985,146.75875514736344,0.30208069082402367,0.6207002824405614,0.11516233640593725,0.16039027170301007,-0.5675758199060694,0.0,0.11896680295199157,0.003605009183726405
pelog_alternating,0.28493049841600004,99.83382040255033,0.236379416682573,0.38679703388051156,0.11971377851156488,0.1026741045900879,-0.7900676910511991,0.0,0.2399870694246996,0.002854047829353842
pelog_melodic,0.35579057796050007,111.20528200872371,0.14028850074353127,0.5371063656191137,0.055617758198596504,0.0939776768949013,-0.5131279416628073,0.0,0.18272779528651562,0.0031994035852774454
pelog_spectral,0.33278028266649995,165.96395120348143,0.31366483085317465,0.35360211140873016,0.057648838699048126,0.10034740626045786,-0.3599733051832817,4.3196986536145805e-306,0.16325326808419363,0.0020051359361678007
slendro_layered,0.48815736839600016,182.93025035083696,0.5372452829287316,0.6648264583211465,0.07422820864759305,0.1413441393409172,0.3168796497676427,5.652737641142391e-238,0.12318225292344138,0.0026685437070127897
slendro_alternating,0.30057615103000007,140.36029324293804,0.29999510469877166,0.3379610036069409,0.06860054644792947,0.07147863744724958,-0.11808336951872853,3.5426485217313884e-33,0.22951482660604794,0.0021414614068222104
slendro_melodic,0.21108260279799998,183.28076194468494,0.36943464603174603,0.2347549346230159,0.07189338068893016,0.045738372444131495,-0.08901524705049588,3.436701424285394e-19,0.225316083621645,0.001151689902193367
slendro_spectral,0.34622480427600005,168.30835880126068,0.31528613908730163,0.36273475793650795,0.059504471043193535,0.09653956259701486,-0.4048047300078115,0.0,0.16848260000873871,0.0020570862121282044
